id;category/id;category/name/ca;category/name/es;scope/id;scope/name/ca;scope/name/es;participatory_space/id;participatory_space/url;component/id;title/ca;title/es;description/ca;description/es;budget/id;budget_amount;confirmed_votes;comments;created_at;url;related_proposals;related_proposal_titles;related_proposal_urls
221;1085;Equipaments per col·lectius específics;Equipamientos para colectivos específicos;142;la Trinitat Nova;la Trinitat Nova;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Obrim aules Informàtiques a la Trinitat Nova;Abramos salas informáticas en la Trinitat Nova;"<p><strong>Descripció breu:</strong> Volem habilitar aules informàtiques al barri de la Trinitat Nova perquè totes les persones puguin accedir a les tecnologies de la informació i la comunicació.</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/Dvx_JQtVUt0?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripció ampliada:</strong> Volem habilitar aules informàtiques fins que s’exhaureixi el pressupost assignat al projecte,&nbsp;amb la següent priorització:</p><ol><li>Aula informàtica al casal de barri SomLaPera, i dotar-la d’impressores, impressores 3D, ordinadors, ordinadors portàtils, tauletes, etc.&nbsp;</li><li>Obrir aules informàtiques en altres llocs del barri que disposin de prou espai</li><li>En diversos equipaments del districte de Nou Barris, en especial els utilitzats per persones grans.</li></ol><p>L’objectiu d’aquest projecte consisteix a posar a disposició del barri un nou ventall tecnològic i garantir-ne l’accés universal.</p><p><strong>Incorporació de la perspectiva de gènere:</strong> L'accés a la informació ens dóna poder, per la qual cosa possibilitant l'accés universal, accessible, obert i igualitari a les noves tecnologies i garantint un nou espai a dones i altres col·lectius ens farà ser partícips del canvi.</p><p><strong>Persones o entitats impulsores:</strong> José (Taula Oberta), José (Taula Oberta), José (Bruixas y Bruixots), Ramón (AAVV).</p>";"<p><strong>Descripción breve:</strong> Queremos habilitar aulas informáticas en el barrio de la Trinitat Nova para que todas las personas puedan acceder a las tecnologías de la información y la comunicación.</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/Dvx_JQtVUt0?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripción ampliada:</strong> Queremos habilitar aulas informáticas hasta que se agote el presupuesto asignado al proyecto, con la siguiente priorización:</p><ol><li>Aula informática en el casal de barrio SomLaPera, y dotarla de impresoras, impresoras 3D, ordenadores, ordenadores portátiles, tabletas, etc.&nbsp;</li><li>Abrir aulas informáticas en otros lugares del barrio que dispongan de suficiente espacio.</li><li>En varios equipamientos del distrito de Nou Barris, en especial, los utilizados por personas mayores.</li></ol><p>El objetivo de este proyecto consiste en poner a disposición del barrio un nuevo abanico tecnológico y garantizar el acceso universal.</p><p><strong>Incorporación de la perspectiva de género:</strong> El acceso a la información nos da poder, por lo que el hecho de posibilitar el acceso universal, accesible, abierto e igualitario a las nuevas tecnologías y garantizando un nuevo espacio a mujeres y otros colectivos nos hará ser partícipes del cambio.</p><p><strong>Personas o entidades impulsoras:</strong> José (Taula Oberta), José (Taula Oberta), José (Bruixas y Bruixots), Ramón (AAVV).</p>";10;50000;1073;0;2021-04-21 09:51:32 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/10/projects/221;28742;Aula Informàtica en Casal Som La Pera;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28742
222;1096;Pacificació o remodelació de carrers;Pacificación o remodelación de calles;134;Porta;Porta;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Millorem les voreres de l'avinguda de Rio de Janeiro entre el carrer de Vèlia i el passeig de la Ciutat de Mallorca;Mejoremos las acera de la avenida de Rio de Janeiro entre la calle de Vèlia i el paseo de la Ciutat de Mallorca;"<p><strong>Descripció breu:</strong> Volem reurbanitzar aquest tram de l’avinguda de Rio de Janeiro per millorar-ne l’accessibilitat.<br></p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/tUOapW58H3A?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripció ampliada:</strong> Volem reurbanitzar aquest tram de l’avinguda de Rio de Janeiro perquè sigui accessible per a tothom.</p><p>La solució que proposem afecta les voreres i preveu diverses actuacions, com eixamplar-les, eliminar els cordons d’aparcaments, instal·lar-hi passamans i crear plataformes sobre l’escala que hi ha actualment, a més de col·locar-hi les baranes protectores que calgui.</p><p><strong>Persones o entitats impulsores:</strong> Convivim Porta</p>";"<p><strong>Descripción breve:</strong> Queremos reurbanizar este tramo de la avenida de Rio de Janeiro para mejorar su accesibilidad.&nbsp;</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/tUOapW58H3A?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripción ampliada:</strong> Queremos reurbanizar este tramo de la avenida de Rio de Janeiro para que sea accesible para todo el mundo.&nbsp;</p><p>La solución que proponemos afecta a las aceras y prevé varias actuaciones, como ensancharlas, eliminar los cordones de aparcamientos, instalar pasamanos y crear plataformas sobre la escalera que hay actualmente, además de colocar las barandillas protectoras que sean necesarias.&nbsp;</p><p><strong>Personas o entidades impulsoras:</strong> Convivim Porta</p>";10;270000;985;0;2021-04-21 09:51:41 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/10/projects/222;28743;Reurbanizacion i millora de l'espai públic en Avda Rio de Janeiro davant els numeros 17 a l'21;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28743
223;1086;Equipaments i espais esportius;Equipamientos y espacios deportivos;134;Porta;Porta;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Creem un parc esportiu inclusiu a Can Dragó;Creemos un parque deportivo inclusivo en Can Dragó;"<p><strong>Descripció breu:</strong> Volem millorar l’espai esportiu i lúdic situat entre l’avinguda Meridiana, l’avinguda Rio de Janeiro i el camp de futbol, de manera que sigui accessible per a tothom: des dels infants i la gent jove fins a les persones adultes i les persones amb discapacitat.</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/BJxQdHH4UTU?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripció ampliada:</strong> Volem millorar l’espai esportiu i lúdic situat entre l’avinguda Meridiana, l’avinguda Rio de Janeiro i el camp de futbol, de manera que sigui accessible per a tothom: des dels infants i la gent jove fins a les persones adultes i les persones amb discapacitat.&nbsp;</p><p>La millora que proposem consisteix a fer un estudi de l’entorn, instal·lar-hi una pista de jocs esportius amb les icones corresponents, així com diversos jocs infantils i aparells esportius per a la gent gran. També comporta renovar la zona de running actual i instal·lar-hi aparells de cal·listènia, i revisar totes les instal·lacions per adequar-les a les persones amb discapacitat i de mobilitat reduïda.</p><p>D’aquesta manera, l’espai oferirà uns usos esportius inclusius i adequats per a totes les persones, sigui quina sigui la seva edat o condició física.&nbsp;</p><p><strong>Incorporació de la perspectiva de gènere:</strong>&nbsp;És un projecte inclusiu, no discriminador i integrador.</p><p><strong>Persones o entitats impulsores:</strong> Convivim Porta</p>";"<p><strong>Descripción breve:</strong> Queremos mejorar el espacio deportivo y lúdico situado entre la avenida Meridiana, la avenida Rio de Janeiro y el campo de fútbol, de manera que sea accesible para todo el mundo: desde los niños y la gente joven hasta las personas adultas y las personas con discapacidad.&nbsp;</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/BJxQdHH4UTU?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripción ampliada:</strong> Queremos mejorar el espacio deportivo y lúdico situado entre la avenida Meridiana, la avenida Rio de Janeiro y el campo de fútbol, de manera que sea accesible para todo el mundo: desde los niños y la gente joven hasta las personas adultas y las personas con discapacidad.&nbsp;</p><p>La mejora que proponemos consiste en elaborar un estudio del entorno, instalar una pista de juegos deportivos con los iconos correspondientes, así como varios juegos infantiles y aparatos deportivos para las personas mayores. También comporta renovar la zona de <em>running</em> actual e instalar aparatos de calistenia, y revisar todas las instalaciones para adecuarlas a las personas con discapacidad y con movilidad reducida.&nbsp;</p><p>De esta manera, el espacio ofrecerá unos usos deportivos inclusivos y adecuados para todas las personas, sea cual sea su edad o condición física.&nbsp;</p><p><strong>Incorporación de la perspectiva de género:</strong> Es un proyecto inclusivo, no discriminador e integrador.</p><p><strong>Personas o entidades impulsoras:</strong> Convivim Porta</p>";10;578000;1504;0;2021-04-21 09:51:48 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/10/projects/223;28744;CAN DRAGO. Creació de parc esportiu infantil, juvenil, sènior i de minusvàlids a la zona esportiva;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28744
224;1096;Pacificació o remodelació de carrers;Pacificación o remodelación de calles;134;Porta;Porta;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Pacifiquem el carrer de Manuel Sancho;Pacifiquemos la calle de Manuel Sancho;"<p><strong>Descripció breu:</strong> Volem convertir tot el carrer de Manuel Sancho en una via de plataforma única que doni prioritat als vianants. També proposem que s’hi incorporin bancs, arbres i parterres amb plantes aromàtiques.</p><p><strong>Descripció ampliada:</strong> Volem pacificar el carrer de Manuel Sancho, de manera que ofereixi unes condicions de trànsit, comoditat i seguretat pensades per afavorir el desplaçament a peu.&nbsp;</p><p>El projecte també preveu reurbanitzar l’espai i incorporar-hi bancs, arbrat i parterres amb plantes aromàtiques. Per tant, caldrà resoldre, entre altres qüestions, la manca d’espai, els obstacles que dificultin la mobilitat dels vianants i els problemes d’olors.&nbsp;</p><p><strong>Incorporació de la perspectiva de gènere:</strong> Al actuar en aquest carrer millorant els itineraris a peu estem actuant amb perspectiva de gènere, fent més agradable i saludable el trajecte.</p><p><strong>Persones o entitats impulsores:</strong> Jordi Salabert</p>";"<p><strong>Descripción breve:</strong> Queremos convertir toda la calle de Manuel Sancho en una vía de plataforma única que dé prioridad a los peatones. También proponemos que se incorporen bancos, árboles y parterres con plantas aromáticas.</p><p><strong>Descripción ampliada:</strong> Queremos pacificar la calle de Manuel Sancho, de manera que ofrezca unas condiciones de tráfico, comodidad y seguridad pensadas para favorecer el desplazamiento a pie.&nbsp;</p><p>El proyecto también prevé reurbanizar el espacio e incorporar bancos, arbolado y parterres con plantas aromáticas. Por lo tanto, habrá que resolver, entre otras cuestiones, la falta de espacio, los obstáculos que dificulten la movilidad de los peatones y los problemas de olores.&nbsp;</p><p><strong>Incorporación de la perspectiva de género:</strong> Al actuar en esta calle mejorando los itinerarios a pie, estamos actuando con perspectiva de género y haciendo más agradable y saludable el trayecto.</p><p><strong>Personas o entidades impulsoras:</strong> Jordi Salabert</p>";10;470000;413;0;2021-04-21 09:51:54 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/10/projects/224;28745;Plataforma única enjardinada a C/ Manuel Sancho;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28745
225;1093;Millora de l'espai públic;Mejora del espacio público;141;la Prosperitat;la Prosperitat;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Crear una zona d'ombra entre la residència El Molí i la Torre Júlia;Crear una zona de sombra entre la residencia El Molí y la Torre Júlia;"<p><strong>Descripció breu:</strong> Proposem col·locar una estructura que projecti ombra a la placeta situada entre la Residència Assistida per a Gent Gran Molí-Via Favència i els Habitatges amb Serveis per a Gent Gran Via Favència (Torre Júlia) per fomentar-ne l’ús entre el veïnat i millorar la qualitat de vida dels residents.</p><p><strong>Descripció ampliada:</strong> Volem construir una pèrgola que proporcioni ombra i faci més habitable un espai que durant els mesos de calor és inhòspit. Així, podran utilitzar-lo tant les persones que viuen a la residència i als habitatges amb serveis com els veïns i veïnes en general. A més a més, també s’hi podran traslladar algunes activitats comunitàries.&nbsp;</p><p>Amb aquest projecte pretenem trencar l’aïllament de les persones residents i guanyar un espai de socialització per al barri, ja que la major part de la població d’aquesta zona és gent gran.&nbsp;</p><p><strong>Incorporació de la perspectiva de gènere:</strong> La cura de persones grans i dependents recau en la seva major part en les dones, tant a nivell laboral com familiar: el projecte pot facilitar la seva tasca</p><p><strong>Persones o entitats impulsores:</strong> AV Prosperitat, Promosalut Prospe, Residència El Molí-Via Favència, Familiars de la residència, Coordinadora de Residències 5+1</p>";"<p><strong>Descripción breve:</strong> Propongamos colocar una estructura que proyecte sombra en la placita situada entre la Residencia Asistida para Personas Mayores Molí-Via Favència y las Viviendas con Servicios para Personas Mayores Via Favència (Torre Júlia) para fomentar el uso entre el vecindario y mejorar la calidad de vida de las personas residentes.</p><p><strong>Descripción ampliada:</strong> Construyamos una pérgola que proporcione sombra y haga más habitable un espacio que durante los meses de calor es inhóspito. Así, podrán utilizarlo tanto las personas que viven en la residencia y en las viviendas con servicios como los vecinos y vecinas en general. Además, también se podrán trasladar aquí algunas actividades comunitarias.&nbsp;</p><p>Con este proyecto se pretende romper el aislamiento de las personas residentes y ganar un espacio de socialización para el barrio, ya que la mayor parte de la población de esta zona son personas mayores.&nbsp;</p><p><strong>Incorporación de la perspectiva de género:</strong> El cuidado de las personas mayores y dependientes recae mayoritariamente sobre las mujeres, tanto a nivel laboral como familiar: el proyecto puede facilitar su tarea</p><p><strong>Personas o entidades impulsoras:</strong> AV Prosperitat, Promosalut Prospe, Residencia El Molí-Via Favència, Familiares de la residencia, Coordinadora de Residencias 5+1</p>";10;256000;734;0;2021-04-21 09:51:59 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/10/projects/225;28747;Zona d'ombra a la placeta de davant de la residència assistida per a la gent gran de Molí-Via Favència;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28747
226;1084;Equipaments de proximitat;Equipamientos de proximidad;144;Ciutat Meridiana;Ciutat Meridiana;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Millorem els equipaments a Ciutat Meridiana;Mejoremos los equipamientos de Ciutat Meridiana;"<p><strong>Descripció breu:</strong> Proposem dur a terme diverses millores en diferents equipaments del barri de Ciutat Meridiana.</p><p><strong>Descripció ampliada:</strong> Proposem dur a terme diverses millores en diferents equipaments del barri de Ciutat Meridiana.</p><p>Pel que fa a l’Ateneu de Fabricació de Ciutat Meridiana, proposem substituir el paviment texturitzat per un altre que respongui millor a les activitats que s’hi duen a terme.&nbsp;</p><p>Quant a la Biblioteca Zona Nord, el projecte preveu el tancament perimetral de la coberta per evitar l’entrada d’intrusos, ja que aquest espai no està protegit. També inclou la instal·lació de línies d’ancoratge que permetin fer-ne el manteniment d’acord amb la normativa vigent.&nbsp;</p><p>I, finalment, l’actuació al Casal de Gent Gran Pedraforca inclou rehabilitar els tancaments de la façana sud per augmentar l’estalvi energètic i per millorar el confort a l’interior d’aquest equipament.</p><p><strong>Persones o entitats impulsores:</strong> Punt mòbil&nbsp;CAP Ciudad Meridiana</p>";"<p><strong>Descripción breve:</strong> Proponemos llevar a cabo varias mejoras en diferentes equipamientos del barrio de Ciutat Meridiana.</p><p><strong>Descripción ampliada:</strong> Proponemos llevar a cabo varias mejoras en diferentes equipamientos del barrio de Ciutat Meridiana.</p><p>Con respecto al Ateneo de Fabricación de Ciutat Meridiana, proponemos sustituir el pavimento texturizado por otro que responda mejor a las actividades que se llevan a cabo.&nbsp;</p><p>En cuanto a la Biblioteca Zona Norte, el proyecto prevé el cierre perimetral de la cubierta para evitar la entrada de intrusos, ya que este espacio no está protegido. También incluye la instalación de líneas de anclaje que permitan hacer el mantenimiento de acuerdo con la normativa vigente.&nbsp;</p><p>Y, finalmente, la actuación en el Casal de Personas Mayores Pedraforca incluye rehabilitar los cierres de la fachada sur para aumentar el ahorro energético y mejorar el confort en el interior de este equipamiento.</p><p><strong>Personas o entidades impulsoras:</strong> Punto móvil&nbsp;CAP Ciudad Meridiana</p>";10;200000;885;0;2021-04-21 09:52:01 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/10/projects/226;28849;Casal de Barri Ciutat Meridiana;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28849
227;1087;Equipaments educatius i entorns escolars;Equipamientos educativos y entornos escolares;135;el Turó de la Peira;el Turó de la Peira;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Adequem l'Escola el Turó per a usos de Casal Infantil i de l'AMPA;Adecuemos la Escuela El Turó para usos del Casal Infantil y del AMPA.;"<p><strong>Descripció breu:</strong> Volem dur a terme una reforma i una rehabilitació per convertir la porxada del pati inferior d’aquesta escola en aules i espais per a l’Associació de Mares i Pares d’Alumnes (AMPA) i el casal infantil.</p><p><strong>Descripció ampliada:</strong> Per tal de donar resposta a les necessitats de l’Associació de Mares i Pares d’Alumnes (AMPA) i del casal infantil, proposem dur a terme el tancament de la porxada del pati per fer-hi, essencialment amb estructures de vidre, quatre despatxos i tres aules, en tots els casos dotats d’un accés independent de l’escola.&nbsp;</p><p>Amb aquest projecte pretenem millorar la qualitat dels espais de cura per als infants del barri.</p><p><strong>Incorporació de la perspectiva de gènere:</strong> Posar en valor i donar major qualitat a les xarxes familiars existents, representades especialment per les mares.</p><p>Donar major qualitat als espai de cura cap als infants, permetent a les famílies conciliar la seva vida personal, familiar i professional, tot oferint espais de participació familiar generadors de vincles i lligams comunitaris, sota el respecte de la diversitat.</p><p><strong>Persones o entitats impulsores:</strong> AMPA el Turó, Escola el Turó, Casal Infantil el Turó</p>";"<p><strong>Descripción breve:</strong> Queremos llevar a cabo una reforma y una rehabilitación para convertir el soportal del patio inferior de esta escuela en aulas y espacios para la asociación de madres y padres de alumnos (AMPA) y el casal infantil.</p><p><strong>Descripción ampliada:</strong> Con el fin de dar respuesta a las necesidades de la asociación de madres y padres de alumnos (AMPA) y del casal infantil, proponemos llevar a cabo el cierre del soportal del patio para hacer, esencialmente con estructuras de vidrio, cuatro despachos y tres aulas, en todos los casos dotados de un acceso independiente de la escuela.&nbsp;</p><p>Con este proyecto pretendemos mejorar la calidad de los espacios de cuidado para los niños y niñas del barrio.</p><p><strong>Incorporación de la perspectiva de género:</strong> Poner en valor y dar mayor calidad a las redes familiares, representadas especialmente por las madres.</p><p>Dar mayor calidad a los espacios de cuidado de los niños y niñas, permitiendo a las familias conciliar su vida personal, familiar y profesional, ofreciendo espacios de participación familiar generadores de vínculos comunitarios con el respeto de la diversidad.</p><p><strong>Personas o entidades impulsoras:</strong> AMPA El Turó, Escola El Turó, Casal Infantil El Turó</p>";10;506000;694;0;2021-04-21 09:52:05 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/10/projects/227;28905;Reforma y rehabilitación fachada y espacios de la escuela Turo de la Peira;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28905
228;1099;Memòria històrica;Memoria histórica;8;Nou Barris;Nou Barris;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Ampliem la senyalització històrica de Relligant Nou Barris;Ampliemos la señalización histórica de “Relligant Nou Barris”;"<p><strong>Descripció breu:</strong> Projecte d’ampliació i millora de la senyalització de les persones, personatges, fites històriques i patrimonials al districte de Nou Barris. Recull de la història social i la memòria dels barris del districte.</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/n-PDzlGuKsk?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripció ampliada:</strong> Instal·lar punts de senyalització per explicar elements escultòrics, patrimonials, fites històriques, persones i personatges del districte, amb l’objectiu de posar-los en valor mitjançant codis QR.</p><p>Amb aquests elements es podran fer rutes temàtiques àmb itineraris suggerits.</p><p><strong>Incorporació de la perspectiva de gènere:</strong>&nbsp;Definir un recorregut per visibilitzar espais i memòria de gènere, així com les dones protagonistes de la història de Nou Barris.</p><p><strong>Persones o entitats impulsores:</strong> Arxiu Històric de Roquetes-Nou Barris, Associació Projectart i Grup d’Història de Nou Barris.</p>";"<p><strong>Descripción breve:</strong> Proyecto de ampliación y mejora de la señalización de las personas, personajes, hitos históricos y patrimoniales en el distrito de Nou Barris. Recopilación de la historia social y la memoria de los barrios del distrito.</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/n-PDzlGuKsk?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripción ampliada:</strong> Instalar puntos de señalización para explicar elementos escultóricos, patrimoniales, hitos históricos, personas y personajes del distrito, con el objetivo de ponerlos en valor mediante códigos QR.</p><p>Esta señalización permitirá realizar rutas temáticas y sugerir itinerarios.</p><p><strong>Incorporación de la perspectiva de género:</strong> Con estos elementos se podrán hacer rutas temáticas con itinerarios sugeridos.</p><p><strong>Personas o entidades impulsoras:</strong> Archivo Histórico de Roquetes-Nou Barris, Asociación Projectart, Grupo de Historia de Nou Barris.</p>";10;100000;784;0;2021-04-21 09:52:08 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/10/projects/228;28948;Projecte Relligant;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28948
231;1086;Equipaments i espais esportius;Equipamientos y espacios deportivos;149;Sant Andreu de Palomar;Sant Andreu de Palomar;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Renovem la gespa de l’Estadi Narcís Sala;Renovemos el césped del Estadio Narcís Sala;"<p><strong>Descripció breu:</strong> Proposem renovar la gespa artificial del terreny de joc de l’Estadi Municipal Narcís Sala.</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/ZKxgVJ7ANq0?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripció ampliada:</strong> La renovació de la gespa artificial d’aquest terreny de joc i dels seus accessoris ha de donar com a resultat una superfície renovada, pròpia d’una instal·lació municipal de primer ordre de la ciutat de Barcelona i, en concret, del districte de Sant Andreu.</p><p>El projecte preveu la substitució de la gespa actual per una gespa artificial d’última generació, homologada per a competicions oficials i que sigui respectuosa amb el medi ambient. També inclou la renovació de les porteries i el canvi dels canals de recollida d’aigua i dels canons del sistema de rec.&nbsp;</p><p>Proposem aquesta actuació perquè el terreny de joc de l’Estadi Municipal Narcís Sala presenta un desgast molt acusat i evident, provocat per l’ús intensiu a què ha estat sotmès durant anys.</p><p><em>* L’execució d’aquest projecte estarà condicionada als resultats d’una auditoria del manteniment de les instal·lacions esportives.&nbsp;</em></p><p><strong>Incorporació de la perspectiva de gènere:</strong> La Unió Esportiva Sant Andreu disposa de quatre equips de futbol femení per arribar a deu equips en dues temporades, que, tot i no anar directament relacionat, incorpora la perspectiva de gènere en el seu funcionament.&nbsp;</p><p><strong>Persones o entitats impulsores:</strong> Unió Esportiva Sant Andreu (UESA)</p>";"<p><strong>Descripción breve:</strong> Proponemos renovar el césped artificial del terreno de juego del Estadio Municipal Narcís Sala.</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/ZKxgVJ7ANq0?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripción ampliada:</strong> La renovación del césped artificial de este terreno de juego y de sus accesorios tiene que dar como resultado una superficie renovada, propia de una instalación municipal de primer orden de la ciudad de Barcelona y, en concreto, del distrito de Sant Andreu.</p><p>El proyecto prevé la sustitución del césped actual por un césped artificial de última generación, homologada para competiciones oficiales y que sea respetuosa con el medio ambiente. También incluye la renovación de las porterías y el cambio de los canales de recogida de agua y de los tubos del sistema de riego.&nbsp;</p><p>Proponemos esta actuación porque el terreno de juego del Estadio Municipal Narcís Sala presenta un desgaste muy acusado y evidente, provocado por el uso intensivo al que ha sido sometido durante años.</p><p><em>* La ejecución de este proyecto estará condicionada a los resultados de una auditoría del mantenimiento de las instalaciones deportivas.&nbsp;</em></p><p><strong>Incorporación de la perspectiva de género:</strong> La Unión Deportiva Sant Andreu dispone de cuatro equipos de fútbol femenino para llegar a diez equipos en dos temporadas, que, a pesar de no ir directamente relacionado, incorpora la perspectiva de género en su funcionamiento.&nbsp;</p><p><strong>Personas o entidades impulsoras:</strong> Unión Deportiva Sant Andreu (UESA)</p>";11;300000;500;0;2021-04-21 10:22:46 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/11/projects/231;28431;Renovació de la gespa del terreny de joc de l’Estadi Municipal Narcís Sala.;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28431
232;1084;Equipaments de proximitat;Equipamientos de proximidad;149;Sant Andreu de Palomar;Sant Andreu de Palomar;79;https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius;4517;Millorem la seguretat al nou local de la Colla Castellera Jove de Barcelona;Mejoremos la seguridad en el nuevo local de la Colla Castellera Jove de Barcelona;"<p><strong>Descripció breu:</strong> Proposem instal·lar una xarxa de seguretat en el nou local de la Colla Castellera Jove de Barcelona, situat en el districte de Sant Andreu. Aquesta xarxa és indispensable per a l’activitat de la colla, però també pot ser útil per a altres iniciatives que aculli el local.&nbsp;</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/Par6OIgSm7o?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripció ampliada:</strong> La Colla Castellera Jove de Barcelona proposa instal·lar una xarxa mòbil que disposi de diferents altures per donar més possibilitats i usos al local on s’entrena.&nbsp;</p><p>A causa de les especificitats del local nou (paviment radiant i insonorització), no s’hi pot instal·lar una xarxa de suport convencional ancorada al paviment. Per això plantegem instal·lar-hi aquesta xarxa mòbil, la qual va fixada a la paret mitjançant unes bigues i té uns motors addicionals que li confereixen mobilitat vertical.&nbsp;</p><p>Hi ha quatre bigues, una per a cada paret de la sala, que formen un rectangle, de manera que la xarxa cobreix tota la zona d’entrenament. Cada biga disposa del seu propi motor i els quatre funcionen simultàniament. El local admet adequadament la instal·lació d’aquesta xarxa, ja que les parets que han de suportar-ne l’estructura no necessiten un reforç especial.&nbsp;</p><p>Aquesta instal·lació aportaria seguretat al local i a les persones que formen part de la colla, raó per la qual és del tot imprescindible.</p><p><strong>Persones o entitats impulsores: </strong>Colla Castellera Jove de Barcelona</p>";"<p><strong>Descripción breve:</strong> Proponemos instalar una red de seguridad en el nuevo local de la Colla Castellera Jove de Barcelona, situada en el distrito de Sant Andreu. Esta red es indispensable para la actividad de la colla, pero también puede ser útil para otras iniciativas que acoja el local.&nbsp;</p><iframe class=""ql-video"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/Par6OIgSm7o?showinfo=0"" frameborder=""0""></iframe><p><strong>Descripción ampliada:</strong> La Colla Castellera Jove de Barcelona propone instalar una red móvil que disponga de diferentes alturas para dar más posibilidades y usos al local donde se entrena.&nbsp;</p><p>A causa de las especificidades del local nuevo (pavimento radiante e insonorización), no se puede instalar una red de soporte convencional anclada en el pavimento. Por eso planteamos instalar esta red móvil, que va fijada a la pared mediante unas vigas y tiene unos motores adicionales que le confieren movilidad vertical.&nbsp;</p><p>Hay cuatro vigas, una para cada pared de la sala, que forman un rectángulo, de manera que la red cubre toda la zona de entrenamiento. Cada viga dispone de su propio motor y los cuatro funcionan simultáneamente. El local admite adecuadamente la instalación de esta red, ya que las paredes que tienen que soportar la estructura no necesitan un refuerzo especial.&nbsp;</p><p>Esta instalación aportaría seguridad al local y a las personas que forman parte de la colla, razón por la cual es del todo imprescindible.</p><p><strong>Personas o entidades impulsoras:</strong> Eulàlia Vilageliu - Colla Castellera Jove de Barcelona&nbsp;</p>";11;85000;868;0;2021-04-21 10:22:54 UTC;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4517/budgets/11/projects/232;28432;Xarxa Colla Castellera Jove de Barcelona;https://www.decidim.barcelona/processes/PressupostosParticipatius/f/4422/proposals/28432
